,num_schools,num_students,attendance_rate,dropout_rate,grad_rate_4_year,grad_rate_5_year,annual_grad_count,college_admissions_per_tested,college_admissions_at_crit,average_sat,average_act,average_teacher_salary,average_teacher_exp,total_revenue,total_revenue_per_pupil,percent_revenue_from_state,percent_revenue_from_local,percent_revenue_from_federal,instr_expenditures,instr_expenditures_per_pupil,district_size,community_type,property_wealth,tax_rate,rating
6540,2.0123127524050406,407.7660577043042,89.74459261417731,0.30492510096201625,82.50326266703851,90.75840334734204,182.28586036050763,7.674143219949415,0.0,1218.7937507797747,15.191381073316471,40266.66733419245,13.49411032931665,4158636.246877056,9168.540960074884,91.81311286896255,0.19876872475949595,7.988118406277953,1753973.9803139847,3867.2801257346555,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6541,2.337923978442502,433.35909344435237,86.359321634492,8.843535065157226,42.0818918589068,64.5032895149563,126.98622806467249,9.10900291425474,9.467687108272223,835.8640912486775,4.237821665858781,37195.98032495937,4.602754387065501,3741819.894724117,9474.420239413736,84.29257890444545,0.1662076021557498,15.475005891243047,1862742.1366275628,4689.795702871484,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6542,2.9500104463658685,768.8506581210497,93.61123720320181,1.8037596628884285,83.13117034646025,82.02867086877855,72.40012535639042,52.55480047441191,7.507540218508594,1257.6252872750613,-1.0,47877.549533448364,4.892501566954881,7022415.155848971,10912.016989325732,79.41995403599019,6.347531861415899,14.232514102593923,3183323.2476477264,4949.277658600114,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6543,2.0,394.38841401499434,88.90423231517488,3.3499925565653763,55.498093813947804,83.4746358826892,128.0,6.891535369650233,3.684991812221914,324.7223531922027,-1.0,39643.05235956878,8.631157109813643,3692705.0726590254,10201.97057287775,86.55845718691513,0.12576917351204137,13.290004466060775,1946868.436256412,5377.739150915022,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6544,1.0,226.28009980982213,91.34069512492609,4.062267178175889,65.97366188208973,72.147455662666,69.98841458456522,33.694398003803556,3.549582034232015,1212.2652882943123,7.032966757163637,42428.19212152909,9.850417965767985,2146764.0670910366,9514.552571158807,89.53361197717867,1.97726940520672,8.44546118958656,1035225.4989629425,4572.568558935004,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6545,2.7322865495949102,345.0233567348377,82.80624152257518,19.419764324589195,47.36598655537601,56.35572164414335,87.77978361637756,17.883415206481438,8.252738012349521,1297.4963684098961,11.961471927829912,40754.34342001304,3.705515204554401,4514432.556125978,12284.537175087335,65.87077544190964,4.329146198379641,29.80007835971072,2095059.904854688,5683.640818603012,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6546,1.3519193024976617,162.24040348751168,93.14981788325632,2.448080697502338,90.30868592876988,92.85329225476427,42.0,35.88108722682786,31.161333698242284,947.1420604459208,21.48500981350608,39713.30821128401,3.6763238847362043,1758706.6112428794,10994.229202801178,80.99899128122077,5.371756812766134,13.56444383626286,843250.017354578,5237.652845916763,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6547,3.0,559.3709871397393,82.10291480922959,5.874229979799493,49.15081133809362,70.31354735254723,125.0,6.2730705664779824,9.33885410988201,541.6631442228736,7.979628887244541,42135.58967320139,5.252401462429243,4449124.362141171,10442.925451930392,77.3395828121894,0.05793308959512608,22.60248409821547,2177875.191011347,5015.596884855032,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6548,1.136034192207629,236.01876956881793,91.35846496519449,1.991172646233897,71.62750421298938,93.6131760166254,86.72068384415257,7.317654707532205,0.0,1159.0737779947967,-1.0,39855.90225131449,7.38307006961101,2656611.230255221,13490.142920509861,60.77914880934707,0.1,39.207247771432165,1214045.9299677806,6203.438586400465,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6549,2.0,401.1972548184943,95.15888737850315,0.48338151117418726,80.09891647629226,98.58114171928595,46.63077895234514,24.91582403216319,10.070448149462235,986.709554499256,-1.0,35302.4059767765,4.299421865909752,4137468.265316978,10158.268775026589,86.85578038547955,1.1473266075440725,11.996893006976386,2076089.9677973776,5106.330914887061,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6550,1.0,209.05394145144615,85.10124464125832,1.6443983271841756,79.59875535874168,87.55477156213098,76.40663878640292,7.859336121359707,0.0,276.48545207225754,-1.0,38508.643110130106,3.951452168929522,2621196.5964937154,12209.120276838581,63.41908729806184,0.1,36.5049790898022,1297394.034867945,6026.813261829738,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6551,1.0,151.54002516311306,95.1503638651192,0.23922835931624498,93.89971137421495,81.71324962295984,41.34861977885731,46.32983693977518,33.21157461025632,1366.9513777210927,1.0649184698875906,37424.24335802557,2.6377728988394074,1947127.1710341673,12396.67784980386,76.17241532449846,10.053494338299565,13.699272269761583,803339.9204412489,5159.056960263421,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6552,2.9579224166424565,323.68310333430173,78.22919135024694,25.609927632936287,34.14404998347375,41.03957926703466,112.73504291824032,13.410650874891054,6.418080191504458,1321.8540432487653,15.955226774571479,42865.16236912687,4.063116375036316,4599406.667391029,12952.246537154055,59.136094750653676,5.2358974249055805,35.62800782444074,2089376.4895697755,5881.07428887931,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6553,1.4173126590511296,261.85788104394294,94.07635658400737,2.361369497540309,74.06860467539381,77.62519379771534,42.33850127240903,25.621447073459215,11.935142048862307,1316.1162786292034,9.721447073459215,45890.39405124993,12.481912150087515,2064343.7006447334,8468.421191454996,93.36059430667896,3.6071059478028538,2.974031011423306,1074373.1229750405,4407.990957685306,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6554,7.304956113854648,1806.6215269533768,81.75387711879301,17.28081567818952,39.460232294513354,42.83335313244158,443.59532763580506,8.878717085390987,9.532712998833464,1314.7807695178287,17.37661849259245,44338.07503411323,6.626239028463662,13917918.679939814,8590.40572794105,95.22058338367617,0.13475219430726762,4.644664422016564,5663368.492719535,3517.441430830579,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6555,1.0225831832578272,166.8193345339374,96.09160072036244,1.0180665466062617,82.551941321493,90.0729001800906,50.79675135067956,6.089698739365748,-0.22539681425653246,-1.0,-0.5302697882371974,45186.845988138564,10.334508768552302,1494573.2580004495,8566.53089014473,94.57353417375617,3.3435420418554322,1.9851821027141818,882012.8864476823,5056.886297273784,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6556,10.227177475206549,4305.707269793375,89.9498952227272,10.013798292148866,48.90020955454559,68.75498361404988,1040.6464989751535,6.927387029752142,1.9180484652891685,1108.6836279710756,14.48174198016524,47045.09601667745,3.8953307177685135,27486864.235629644,10569.663854161085,80.2997904454544,6.609338564462973,13.09087099008262,9255451.960115863,3578.0215462768438,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6557,1.0,172.27097030014784,96.2,0.5607524749876809,94.18398416532769,93.43828119009363,68.56990100049276,4.406558414958115,-1.0,-1.0,-1.0,45907.199208266386,10.927097030014783,1331044.949768706,7927.147009532531,94.78784950500246,3.136451484992609,2.0635485150073913,749968.7180213691,4464.866375883197,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6558,2.765850401030814,393.44884238041453,86.35367319536134,0.6063401604123255,64.34300533515739,82.09272038814565,138.5806767402128,6.091714157835291,0.0,288.1747547269449,14.663904719278431,38838.713490046604,7.0136865511350015,4159202.153651174,10915.241229589426,74.25568565598203,0.12341495989691863,25.620899384121046,1826188.507332387,4802.42034767924,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6559,25.49233448825834,5807.952281488212,87.2913797921135,3.5059878078424553,49.54353484408512,66.10431010394325,1076.850156943297,18.989557486663422,7.538935537040127,1278.6340765990217,16.984003483473582,43327.75813821149,4.572461672441292,34075717.215256505,8960.474390859586,88.89109058901175,2.2319930330528313,8.876916377935416,14668554.509103265,3917.981201798387,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6560,10.64584671713397,4193.415328286603,89.8291693434268,10.206245984859809,50.75627810598134,66.57076641433014,1209.6741615950239,8.168770075700957,1.083322626292823,1139.4797154024927,14.816677373707178,47678.676682993806,4.181262045420574,36046263.07882604,10322.91693434268,80.89793941912775,6.424983939439234,12.677076641433015,11594926.408749554,3357.600780565105,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6561,1.2448774163162208,182.3258321547515,93.50020132010104,3.7815586987383947,84.46362069772938,90.22519236198525,49.87806459209448,9.464965110849265,-0.7551225836837793,-1.0,3.1874038190073746,43889.84356668136,12.440980669470235,1394199.9400952966,8127.425980676175,94.56126968410432,2.683708392262425,2.855021923633261,743609.6634586497,4333.248255542463,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6562,1.0,140.8460318651548,93.1319383534124,6.934938922907179,59.61527788201046,67.21527788201045,37.420055006907305,9.21954210942266,-1.0,-1.0,-1.0,42552.18826048342,6.3763125946392005,1384295.174463714,9327.074630160305,89.36861418789694,1.9414133155567104,8.640268589113358,705382.8781512871,4622.400307261652,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6563,1.0,152.2388408709855,94.16417386935217,0.7345731993257147,93.23406432163225,83.98245896149041,46.207517587932685,38.6579484087308,32.99631959801205,1406.519581240446,-1.0,37393.58886431807,3.1232576214374954,1909496.171651626,12353.708311560207,75.93707906196994,10.162920938030059,13.810062646566106,816614.0112931186,5273.840254607261,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6564,16.134236677208975,3938.6588553335328,88.61748764519842,8.776231467797626,50.266009883841264,68.89790637099868,921.2500026749071,11.024876986965594,6.038300654686492,1206.0960625129362,15.490763590281743,43888.57873369184,4.64642860964153,24235736.37452311,9322.748732420956,83.94963069340606,4.746305329116411,11.267980232317466,9911256.642211735,3611.209362900132,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6565,6.0,1279.7218149891594,78.40501977055759,20.767581254393036,31.622007908223033,44.31389719310055,258.21217085919585,6.435905101323586,9.086078692016482,550.0141284042613,17.54478252386655,40221.93432272743,4.530885330766,10307640.767292786,8525.252194272027,84.9501735906929,0.9930514034497242,13.995771051745862,4940452.241560044,4071.5487029474766,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6566,1.9021700123102794,159.4891499384486,91.66414096676225,1.8978299876897209,85.63155489536263,89.4967629249073,42.0,17.557738590067704,32.97716104062392,142.1252719900615,20.054357967993276,39357.29600203525,6.922803072630648,1786504.726851903,9540.466827476243,87.87712515387848,1.5750269150590732,10.538064932293464,905481.7218822556,4822.763810718049,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6567,5.906214697601648,1170.770623978096,79.7723162799794,24.361695105317562,35.05751382586102,45.475819015641775,173.1220345985384,6.240903888946985,1.4442936569346276,122.32767265383359,13.861921040667019,39220.58186467689,3.5688135443170346,9270491.866979357,9298.190937502664,76.19977406465054,2.541016856621713,21.16858760896758,4360047.730583597,4369.949142413998,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6568,1.0,244.8141822181175,93.08819432342251,0.6202233023496042,77.46479297523287,77.17813517348904,40.86342794295818,33.32371635563765,0.21344720073884638,1239.272094089257,16.776598651810353,44785.1978586526,13.186552799261154,2131209.2060435717,8983.948269069893,91.7577018661741,4.254313815368724,3.8913723692625517,1109841.0670126814,4676.359420421458,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6569,25.840992320705954,3636.4740071817137,86.9977130747031,2.2931392241093063,49.865911538844294,65.42043153486364,887.1365692629206,23.600086167319105,12.781876932263026,1333.8420694121949,17.934110002985484,40890.72215718502,6.581833848603473,27473098.959166758,8411.876390748352,90.88869462449416,1.3295146105619113,7.7817907649439215,13493931.810872758,4091.275723545414,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6570,1.0,219.90088803035925,95.22993093097206,1.777453131731039,82.62234952818912,87.28716698861528,72.34886529454094,30.47259620328892,2.899901329960082,1254.7745313173104,15.370069069027942,42933.618131662566,9.19514307155788,2107009.714532992,9845.344535625176,91.827502466751,1.4276011367909156,6.7173939297070895,1110191.9254964783,5189.032782078034,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6571,1.6866263169750755,235.98602107160121,91.64930105358006,4.503192109412764,55.61039049525302,87.33513472308913,76.44711051327417,36.07563057634818,1.9225536875302112,1045.5729208688633,-1.0,38336.33239182619,4.4668684151246225,2690466.3461110224,11234.123568682156,82.65587267449773,0.16866263169750756,17.206802062107254,1000111.1015716246,4306.594243423924,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6572,22.690132555420455,3584.452871499684,87.56197348891591,7.031340204202131,51.71918998541413,66.62658321178445,1147.1639173571812,15.348762890895383,10.371296029750496,1312.54742278289,16.926583211784447,42150.911188830265,5.961266569427557,33008642.0251583,8316.374667328826,88.66020619019503,1.9084536056028414,9.358276875730752,14283651.479031304,3635.5085422110305,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6573,1.4398615821289924,232.03778531406388,91.45188926570319,3.6395155374514734,62.0756265482204,90.19760564730369,79.16152259658108,25.66215876584348,1.2316124299611786,1083.821454770006,-1.0,38942.13981587332,5.700692089355037,2678313.182919853,12275.223984997781,73.72298927306952,0.14398615821289926,26.18903841050468,1085984.4890038571,5127.580516256842,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6574,1.0178881800116268,212.69937710110455,89.95545335803605,6.79982619193489,56.54650926803023,68.26653388217323,94.17888180011627,33.54742904570584,6.187304465926751,1190.2504345201628,-1.0,40454.87630486042,7.046335459965119,2168474.436401636,9942.483488233815,87.556894559907,0.1,12.343105440093014,975167.9045591276,4473.673305891338,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6575,3.0,794.5277944908373,77.91111779633493,16.48344363952653,37.530604023428324,54.210997462306,166.16797028531354,8.097250634423501,22.2,1311.6951631060062,-1.0,48590.124597877424,5.969456143586147,5541841.744019386,8367.311873764838,90.68338347251205,0.5805739399210885,8.736042587566851,2946709.820957457,4464.597038714948,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6576,1.881282632199731,264.80850162178143,91.30780021623752,1.1474869471201077,64.31498867210524,84.04246084136032,101.31976159819166,9.333795685079624,0.0,941.972416453712,-1.0,40032.155422989985,4.1100522115195695,2778524.691626107,9444.382681639458,90.58093980735225,0.1,9.319060192647754,880659.9282402664,3061.3843169844513,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6577,2.0,265.1756294366419,92.3091260366201,4.000689129576,51.75161329859553,83.40245379154902,84.52991557747535,34.199529921112926,1.7585882704215816,1073.9900814366902,-1.0,38025.96502653563,3.3463193126764645,2687476.310705476,9729.00908180265,88.68136152393879,0.16280672394362794,11.15583175211758,952111.8784448165,3441.7838595494586,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6578,1.0,203.65897309502668,94.7950207434825,1.062837132885461,59.37780078049615,49.13179461900534,16.44061203532344,60.10731320606767,4.642920106815435,-1.0,16.193101663582194,25133.723466910214,2.635632778805935,2164076.6192811797,10715.30446497823,83.76130704457685,1.5321836105970323,14.718386937761421,672806.858915848,3302.134076812439,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6579,28.326749762549518,4534.319081172707,86.6341562796813,1.4678187915538343,49.53514381529888,65.59753116095607,910.2329338788802,24.16979386278898,12.43909395776917,1342.0395014247028,18.03415627968131,40788.58288638879,6.070287630597765,28702669.980207145,8328.391802586442,91.7,0.8668312559362621,7.433168744063738,14278305.634987935,4143.613998100396,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6580,3.604659581430161,1678.856100729282,87.83734905174067,11.00211258981692,67.15627697865887,73.05161739722871,51.95268018270451,31.316525735903724,12.746595814301614,522.8260546050362,5.997525408686144,49046.87176917245,4.362795748858097,4840718.7980320295,11109.716210907574,76.744447024335,2.920895716136339,20.33465725952866,2348903.586840643,5340.131099406978,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6581,1.848272850761804,272.9239181056117,94.48067339411374,5.373108868628752,66.50961963898928,76.31307393746567,54.13117601419521,17.797988550449542,25.216484571988232,1385.9510285259767,-1.0,46200.66246843304,10.577918688123397,2000776.0534260767,8123.12373375755,94.2317009508659,2.13585484182833,3.632444207305779,1011436.0867647805,4094.2496700972847,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6582,1.0,124.94507054339344,90.80343181892295,13.67322570624918,40.56567163385082,44.818306426562295,24.0,11.481236676042624,-1.0,-1.0,-1.0,41662.57030759028,3.00640674045082,1298084.9457456882,10489.649506685393,83.10549294566066,0.40297492152786885,16.491532132811475,518337.7816317729,4176.540054848967,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6583,1.0,206.9517460705236,94.015724828301,2.9866878681728237,79.64251829684002,82.84359774141342,77.13227529384838,40.409735388337616,2.049333374049791,1061.8052922332477,8.98569302604176,42616.40569386932,7.2349417976492125,2120397.5284177274,9989.108994353533,91.00607404240571,0.36988359529842596,8.624042362295857,1056571.6855554874,4982.911106360858,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6584,1.735214798804329,236.76343678086926,91.68817183904346,4.673251795815151,54.337372271326586,86.77150833386979,75.91263721315238,38.12606450954267,2.0586014366521206,1038.041706185329,-1.0,38217.047668935375,4.223926005978356,2692859.328841113,11029.128763844536,84.4147757167167,0.17352147988043287,15.438181323522429,983202.45566049,4144.940364377998,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6585,2.0,408.0,96.25019630745531,0.5888147600353124,84.14780221349812,99.66071438773781,32.81632478163752,28.78347748257781,12.033948334804686,1225.3355571989407,-0.3959970419068721,34233.554482059495,3.29894022540719,4228334.367766256,9969.86107716813,87.57523542611344,1.3552590401412496,11.06950553374531,2087847.0404010992,4924.465475597794,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6586,30.13294728445818,5818.525519249764,86.40838158944273,1.1517342252198188,49.038439496774,66.27485523167181,937.7774460879872,23.311850039882366,10.858671126099093,1331.202316293251,17.808381589442728,41177.36690297962,5.076878993548002,29788366.731188208,8403.800549126128,91.7,0.8216763178885456,7.478323682111455,14735745.928682804,4158.063578275665,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6587,1.971899105386087,718.4064833512634,87.30150300679452,9.524611232783654,69.28038143584112,74.5435104866586,123.8362311147287,50.486681187132774,10.788080069785567,1266.2015427447095,-1.0,50034.61534244037,5.426114239578173,6422844.290418577,8949.99868462099,89.99239316604148,0.7401646868851306,9.26744214707339,3084549.5781944175,4265.4234726604855,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6588,2.7004791791730107,335.74441521593076,85.52947290290969,4.684585275344981,53.52939191179101,74.08106903889654,116.88418708729066,6.287460350383044,16.136181411331837,384.7828172251624,12.028912732617998,37763.93527697395,3.9695687387442904,3570065.0276942663,8645.05743382537,87.6251602903526,0.15990416416539788,12.28498346339931,1513864.3251456653,3641.217250450228,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6589,2.0,374.71493633180063,89.6097996361817,0.014699454272576728,64.0652641638992,92.61180327436455,130.6948999499724,5.607795997998896,0.0,59.51275342210753,-0.20622946928085673,40684.665754922935,10.27149363318006,3769679.619015261,10724.36903060629,84.96748635681442,0.10489981809085891,14.927613825094724,1962754.2796153636,5598.039339851831,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6590,1.8700433033191735,279.0616455261286,95.02709093697027,4.489203525600115,69.58657129714018,77.76101299099575,45.960346426553386,17.29120321892721,24.883238474928362,1397.6077945974512,1.3912032189272097,46925.78903469095,11.485904732697819,1992882.8848308884,7945.9700279696735,94.94515156161711,2.7469177236935707,2.29493504502124,1030715.8542176288,4109.6414631126645,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6591,1.0,177.3777679670689,94.48608714847039,1.4324633202357537,90.13536459023297,84.31024232435215,50.79806582000186,30.56976209046686,24.248892813172443,1030.2368818645346,-1.0,39594.33342113855,6.351689648236498,1927361.3528056133,11643.810980138462,79.91594042941341,9.594686523528866,10.423479316587153,872841.1372365094,5209.3788123164,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6592,2.0,414.0817944829907,87.43485770105917,8.611785793420616,53.74253747015557,68.60008689570078,153.94253747015557,9.2542363678754,4.797860092137103,1269.8150119553895,4.252769930616749,38350.58331486852,7.518205517009305,3835556.6710239938,8156.1008036406165,93.85696285064175,0.26757549425545213,5.875461655102791,1738795.736364983,3692.521833557133,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6593,22.916052060122354,5639.943720113033,88.11888828647247,4.112319956852893,48.15328416480979,66.03412364420856,1252.1270607604422,16.06906399080339,7.230198481343436,1232.2262038974193,16.649086767815906,44836.05564017745,4.721259219098164,37307557.79065184,9657.846757142568,87.77928524915934,2.3359501085767524,9.884764642263905,15249646.05906795,4006.1504229814045,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6594,1.8978162546064379,167.0725158860914,91.59414911624778,2.0452409889445486,83.911001415076,87.93947279330052,44.043674907871235,13.666460778559916,29.89728127839438,-1.0,17.67457809581391,39879.30849361432,8.123320846900729,1807681.6469168928,9301.006176643203,89.1715286217755,1.451792225125235,9.376679153099271,923646.9528348894,4752.882982324955,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6595,1.0,164.87788672269494,95.58265795569308,3.970958588227065,76.55808282354587,81.49579525747225,45.791176501160336,6.363006533230193,-1.0,-1.0,-1.0,45730.44574924257,9.338943361347477,1460764.1259751702,9161.940301419238,91.86408498396507,2.763366016808486,5.291840938111031,803206.8876038219,4887.0929204282975,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6596,2.0,181.90144147674684,88.92290530965799,3.9966688763410234,78.53715682064474,77.44927926162659,36.85886007664867,17.898797946345933,17.73636732294551,-1.0,18.07070748032728,37818.492841998166,6.985886007664867,1717605.742033618,9488.112973290721,90.87603015533955,1.1336881783341515,8.037019301993128,877614.4842422437,4847.616411257012,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6597,1.0514428401978742,655.3625969160131,95.84052719538658,0.11317424843532331,97.4289844738036,96.38331299439722,51.46925632949796,86.50765822733605,0.0,1200.8619867479297,-0.18720312487358903,50057.19606503375,4.69774139637596,6709639.270337612,10077.13801325207,87.67591010675339,0.7652441654049067,11.5588457278417,2965218.9902587947,4453.257214200989,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6598,26.38183388134035,5980.8033622298235,87.33908737669842,2.777993955683966,48.43054671050723,66.27672837169382,1123.0266879200722,18.997649629732592,8.460551027875823,1272.429273023548,17.099638404574243,43347.50234796432,4.6692724917798945,34307343.62579989,9135.726725776076,89.46018943245006,1.677451562545334,8.862359005004597,15123468.726615595,4074.2530357683377,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6599,1.0,207.5970811982146,93.35963411514851,3.610511824940766,75.95335248353996,80.47736893987985,79.82117165922745,39.387954769493575,2.7269352581253146,1082.2409046101286,7.393866377737357,42276.63674914002,7.21343062672618,2126644.910233049,9983.1934223497,90.47905035479143,0.32686125345236094,9.194088391756218,1043362.6434943448,4903.857553218713,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6600,2.0,451.588623006192,86.83213266163372,12.954755107755815,34.30129582978486,57.01311223061046,129.35734676732554,10.798198992450585,13.485591939604674,1265.7146935346511,-1.0,36678.56182479035,4.422622446122093,3545873.074208123,8373.99868458506,92.48278057652615,0.2113112230610462,7.217219423473845,1854351.5561024274,4385.818583830119,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6601,2.058408630343995,732.3841739178756,86.57432232690404,10.607802419785148,66.15907015154136,72.09164668029452,122.02314220958354,51.78948688783105,16.315053939649964,1286.3328185716837,-1.0,48196.253896164824,5.123010787929993,6913161.193780577,9137.60658243708,90.68761294551598,0.7704430206203982,8.54194403386361,3458217.8117142413,4561.806264754231,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6602,2.4407893425491185,365.86843626430226,85.81513172319598,7.619080429194962,48.43947111396272,68.08223381288464,125.4539516958791,7.663816484489672,12.786182518883628,719.2633267967356,7.198681771413602,37636.42756719162,4.2032895917057935,3611021.231207893,8288.76297797739,90.24802764025391,0.21184213149017633,9.584209162510831,1594763.4224304135,3631.8684163317685,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6603,2.890285009093186,386.03769524551603,85.5962304754484,1.709377916342685,56.61541517277055,76.78878321641784,130.48574954534067,5.9840024681738475,0.0,138.7768984152805,12.79941764094439,37989.164248635694,5.0548574954534065,4161117.202035855,11205.436090932515,70.57738285269038,0.253600987269539,29.169016160040083,1866108.56035621,5017.296656274299,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6604,1.0,660.295236332611,96.08934522707881,0.4467261353940955,96.92785727505417,95.90654772921181,32.91785912581256,98.91321316203955,8.666487026645452,1231.6970203944338,-1.0,46853.74149611152,3.885238183369447,7641062.964069823,10619.899337451585,88.98279749786701,0.4,10.61720250213299,3634171.424929169,5047.145760074147,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6605,20.335615634743867,3852.479080683873,87.93686556819075,5.110596704572257,49.70398869513952,66.94250626568845,873.5350503917201,17.900402068911298,8.895728683348612,1257.090641496135,16.6711118220883,42732.43258148304,5.545527648892963,25420742.135956142,9071.550056001573,87.0349309443207,3.369742441241979,9.595326614437315,11364190.765272882,3893.0821628507792,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6606,1.0,224.17310160307437,88.00311942930342,0.9716568627766237,79.91497058832988,81.4496292337294,57.189081997438024,20.20386096184462,0.0,595.5474331194848,7.837739749918294,41346.514589819875,7.83933778935466,2379532.26662694,10327.173351234593,78.02432887624013,2.1653413546004714,19.762298574866364,1219212.095558353,5288.436586486151,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6607,5.012238171495175,901.6836896200477,90.9470228563103,3.9790303100899926,67.06187346047273,66.21607442131193,98.02800640559471,13.303318445188117,15.211532158974304,1297.9068044838448,-0.7992939874791265,45250.45353326504,5.177971291308685,7419306.961098376,11759.308313873782,70.47832429756913,12.464156296403555,17.056295588877806,3443165.7379252245,5456.130621633362,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
6608,1.0,206.74243008912887,96.0,1.1,89.45832883137075,90.38333461960835,70.74243008912889,41.42650819393663,0.6969720356515534,1026.310694345846,13.904545805347734,43959.55408914124,7.631061716934488,2090802.3883366417,9997.416634509791,92.63484860178258,0.46515139821742235,6.9,1098389.7562705907,5253.189498595407,Under 500,Charters,Non-taxing entities,Non-taxing entities,Met Alternative Standard
